 0.0000 0.0000
альтернативные 0.0000 0.0000
аминокислоты 2.4765 0.0150
артрозах 4.7791 0.0290
атлас 0.0000 0.0000
бакин 0.0000 0.0000
боб 2.9874 0.0181
болеутоляющее 3.1697 0.0192
боль 4.7791 0.0290
болях 3.3928 0.0206
бронхите 4.0860 0.0248
европейской 0.0000 0.0000
железнодорожным 4.0860 0.0248
железо 2.2942 0.0139
жизненная 0.0000 0.0000
живота 4.7791 0.0290
ланцетной 3.6805 0.0223
лекарственный 3.1697 0.0192
легенда 0.0000 0.0000
листья 0.0084 0.0001
литература 0.0000 0.0000
лугам 0.9505 0.0058
названия 0.0000 0.0000
наличие 0.0000 0.0000
накапливает 1.9459 0.0118
надземные 0.5450 0.0033
наружно 2.3812 0.0144
населенным 2.4765 0.0150
настой 2.4765 0.0150
насыпям 4.0860 0.0248
науч 0.0000 0.0000
верхней 2.3812 0.0144
верхушечных 4.7791 0.0290
ветвящийся 2.3812 0.0144
внутрь 3.1697 0.0192
виде 0.9505 0.0058
воспалении 2.9874 0.0181
встречаемость 0.0000 0.0000
встречается 0.0000 0.0000
вызвать 4.7791 0.0290
высокие 4.7791 0.0290
высота 0.0342 0.0002
высушенная 1.6881 0.0102
изд 0.0000 0.0000
информации 0.1942 0.0012
июнь 0.5450 0.0033
казан 0.0000 0.0000
казань 0.0000 0.0000
кадиров 2.0711 0.0126
карта 0.0000 0.0000
кистях 4.7791 0.0290
компрессов 3.6805 0.0223
корень 0.9505 0.0058
кмк 0.0000 0.0000
кровоизлияниям 4.7791 0.0290
кумарин 3.3928 0.0206
кумарина 4.0860 0.0248
кумарины 1.6881 0.0102
обезболивающее 2.6997 0.0164
области 4.0860 0.0248
ограничений 0.0000 0.0000
организм 0.0000 0.0000
органы 0.0000 0.0000
осторожность 4.7791 0.0290
гемикриптофит 0.6047 0.0037
гнойных 3.6805 0.0223
головную 4.7791 0.0290
гэотар 1.5602 0.0095
передозировка 4.7791 0.0290
период 2.2942 0.0139
печени 2.0065 0.0122
пластыря 4.7791 0.0290
плод 0.0429 0.0003
побега 4.7791 0.0290
полисахариды 3.1697 0.0192
полосы 0.0000 0.0000
поражению 4.7791 0.0290
предыдущее 0.0000 0.0000
приеме 4.0860 0.0248
прилистниками 3.1697 0.0192
принимают 4.7791 0.0290
привести 4.7791 0.0290
применение 0.0000 0.0000
применяется 0.6682 0.0040
примечание 1.3779 0.0084
промываний 4.7791 0.0290
прямостоячий 0.8671 0.0053
пузыря 2.2942 0.0139
пунктам 2.4765 0.0150
пыления 0.0000 0.0000
маевский 0.0000 0.0000
масло 1.6436 0.0100
мелен 4.0860 0.0248
мелилотозид 4.0860 0.0248
медиа 1.5602 0.0095
медь 2.0065 0.0122
местам 1.4469 0.0088
морфологическая 0.0000 0.0000
мотылькового 2.9874 0.0181
мотыльковые 2.9874 0.0181
мочевого 2.8332 0.0172
мягчительное 3.6805 0.0223
действия 0.0000 0.0000
двулетник 2.4765 0.0150
дикумарол 4.0860 0.0248
дигидрокумарин 3.3928 0.0206
дозы 4.0860 0.0248
донник 4.0860 0.0248
дорог 1.3451 0.0082
ранах 3.6805 0.0223
распространения 0.0000 0.0000
растение 0.2358 0.0014
растений 0.0000 0.0000
растения 0.0000 0.0000
редко 0.0000 0.0000
рвоту 4.7791 0.0290
рогова 0.0000 0.0000
россии 0.0000 0.0000
рыхлых 4.7791 0.0290
сапонины 1.4118 0.0086
самылина 1.5602 0.0095
сбора 0.0000 0.0000
сентябрь 1.8888 0.0114
семейство 0.0000 0.0000
следует 4.0860 0.0248
следующее 0.0000 0.0000
слизь 4.0860 0.0248
ситников 0.0000 0.0000
соблюдать 4.0860 0.0248
собранная 1.6011 0.0097
сонливость 4.7791 0.0290
содержит 0.8671 0.0053
сорным 1.8347 0.0111
сосудистые 0.0000 0.0000
состав 0.0429 0.0003
спорадически 0.0000 0.0000
спороношения 0.0000 0.0000
см 0.1444 0.0009
среднего 4.7791 0.0290
средней 0.0000 0.0000
средство 0.7361 0.0045
стебель 0.5306 0.0032
стержневой 1.0415 0.0063
эфирное 1.6436 0.0100
яковлев 1.5602 0.0095
ун 0.0000 0.0000
уха 4.7791 0.0290
татарстана 0.0000 0.0000
тип 0.0000 0.0000
типа 2.6997 0.0164
тов 0.0000 0.0000
трава 0.5306 0.0032
фармакогнозия 1.5602 0.0095
флора 0.0000 0.0000
фитохимический 0.0429 0.0003
форма 0.0000 0.0000
формы 1.8888 0.0114
фотограф 0.0000 0.0000
фурункулезе 3.1697 0.0192
цветения 0.0000 0.0000
цветки 0.1840 0.0011
цветущее 0.6202 0.0038
части 0.0000 0.0000
характеристика 0.0000 0.0000
хроническом 4.7791 0.0290
